Data Import Template,,,
Table:,Item Price,,
,,,
,,,
Notes:,,,
Please do not change the template headings.,,,
First data column must be blank.,,,
"If you are uploading new records, leave the ""name"" (ID) column blank.",,,
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",,,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,,,
"For updating, you can update only selective columns.",,,
You can only upload upto 5000 records in one go. (may be less in some cases),,,
,,,
DocType:,Item Price,,
Column Labels:,Item Code,Price List,Rate
Column Name:,item_code,price_list,price_list_rate
Mandatory:,Yes,Yes,Yes
Type:,Link,Link,Currency
Info:,Valid Item,Valid Price List,
Start entering data below this line,,,
,4962,Standard Selling,200
,4963,Standard Selling,400
,4965,Standard Selling,200
,4029,Standard Selling,350
,4031,Standard Selling,1000
,4032,Standard Selling,700
,4033,Standard Selling,1200
,4034,Standard Selling,600
,4035,Standard Selling,1500
,4037,Standard Selling,500
,4036,Standard Selling,2500
,4030,Standard Selling,300
,4005,Standard Selling,500
,4013,Standard Selling,1500
,4017,Standard Selling,2000
,4020,Standard Selling,3000
,4023,Standard Selling,4500
,4024,Standard Selling,3500
,4025,Standard Selling,1000
,4026,Standard Selling,500
,4027,Standard Selling,400
,4028,Standard Selling,650
,4237,Standard Selling,250
,4240,Standard Selling,700
,4242,Standard Selling,400
,4249,Standard Selling,650
,4250,Standard Selling,250
,4248,Standard Selling,700
,4243,Standard Selling,500
,4263,Standard Selling,200
,4239,Standard Selling,300
,4265,Standard Selling,500
,4247,Standard Selling,400
,4255,Standard Selling,650
,4267,Standard Selling,250
,4254,Standard Selling,700
,4253,Standard Selling,350
,4269,Standard Selling,1000
,4264,Standard Selling,700
,4261,Standard Selling,1200
,4270,Standard Selling,600
,4260,Standard Selling,1500
,4268,Standard Selling,500
,4258,Standard Selling,2500
,4266,Standard Selling,300
,4244,Standard Selling,500
,4251,Standard Selling,1500
,4259,Standard Selling,400
,4241,Standard Selling,650
,4262,Standard Selling,250
,4238,Standard Selling,700
,4256,Standard Selling,500
,4245,Standard Selling,200
,4257,Standard Selling,300
,3851,Standard Selling,500
,3852,Standard Selling,400
,3853,Standard Selling,650
,3854,Standard Selling,250
,3855,Standard Selling,700
,3856,Standard Selling,350
,3857,Standard Selling,1000
,4147,Standard Selling,700
,4148,Standard Selling,1200
,4170,Standard Selling,600
,4171,Standard Selling,1500
,4173,Standard Selling,500
,4174,Standard Selling,2500
,4175,Standard Selling,300
,4176,Standard Selling,500
,4177,Standard Selling,1500
,4178,Standard Selling,400
,4179,Standard Selling,200
,4180,Standard Selling,500
,4181,Standard Selling,400
,4182,Standard Selling,650
,4183,Standard Selling,250
,4184,Standard Selling,700
,4185,Standard Selling,500
,4186,Standard Selling,200
,3833,Standard Selling,300
,3834,Standard Selling,400
,3835,Standard Selling,200
,3836,Standard Selling,500
,3838,Standard Selling,400
,3837,Standard Selling,650
,3839,Standard Selling,250
,3840,Standard Selling,700
,3841,Standard Selling,500
,3842,Standard Selling,200
,3843,Standard Selling,300
,3844,Standard Selling,400
,3845,Standard Selling,200
,3846,Standard Selling,500
,3848,Standard Selling,400
,3849,Standard Selling,650
,3847,Standard Selling,250
,3806,Standard Selling,450
,3807,Standard Selling,300
,3808,Standard Selling,250
,3809,Standard Selling,200
,3810,Standard Selling,150
,3811,Standard Selling,100
,3812,Standard Selling,450
,3816,Standard Selling,300
,3817,Standard Selling,250
,3818,Standard Selling,200
,3813,Standard Selling,150
,3814,Standard Selling,100
,3815,Standard Selling,250
,3819,Standard Selling,200
,3820,Standard Selling,150
,3821,Standard Selling,100
,3822,Standard Selling,450
,3823,Standard Selling,300
,3824,Standard Selling,250
,3825,Standard Selling,250
,3826,Standard Selling,250
,3827,Standard Selling,250
,3828,Standard Selling,250
,3829,Standard Selling,280
,3831,Standard Selling,280
,3832,Standard Selling,280
,3830,Standard Selling,280
